artist,title,genre,spotify_id,valence,arousal,dominance,d2_tags
Screamin' Jay Hawkins,I Hear Voices,blues,0tBeaHBiK5P0npd8KZ8Co0,2.9400000000000004,3.0025,3.9650000000000007,{}
Odd Nosdam,We Dead,chill,0UzTXlUR3oFSi3pIOIfQJN,3.44,2.1666666666666665,3.7,{}
Japan,Despair,new wave,7EejCRBPdYvEYKkLzOvGxs,4.205338983050847,3.6228813559322033,3.9758474576271183,{}
Anna von Hausswolff,No Body,dark ambient,2OIEOLE5v8vCGwgEzAHFeF,1.5,2.675,1.85,{}
Japan,Burning Bridges,new wave,0oR7wEcCIoU5CSxC9bqR9y,2.86,2.045,2.555,{}
The Fall,Before the Moon Falls,post-punk,0yoVsykpoY4tfCk5WPkd5e,3.215,2.175,2.91,{}
The Cars,Night Spots,new wave,1fvUEiUz6QADwIIgRbiTd9,4.0,2.68,2.96,{}
Soulsavers,Wise Blood,electronic,2KcIrq3oo7qJovUxIIaG2M,1.096666666666667,1.3333333333333333,1.393333333333333,{}
T-Bone Burnett,Zombieland,blues,6JaXPOG6EAgADT70upQaRO,3.385,3.3600000000000003,4.685,{}
Public Image Ltd.,Round,post-punk,7rFgJEMzrfqgDjkSK2pGOw,4.0,2.68,2.96,{}
Sleepytime Gorilla Museum,The Creature,experimental,2ZqmzuP1IzKBfPKF5bjwA1,1.1563157894736842,2.0971052631578946,1.1939473684210526,{}
Colin Newman,Alone,post-punk,1BBSG6W9TED8QbtkkvCrKx,1.375,2.66,2.36,{}
The Builders and the Butchers,Black Dresses,indie,0ErVG3P2bJvIMiThIItcwj,2.7,1.79,2.74,{}
The Builders and the Butchers,Vampire Lake,indie,7afuiGgWFT3eo1k3GZrZ9H,2.54,2.045,2.305,{}
Tori Amos,Daisy Dead Petals,alternative,3LnVkPPmdepiVHQ1DWj2GY,2.897631578947369,2.069736842105263,2.466578947368421,{}
Nox Arcana,Night of the Wolf,dark ambient,5m7xgHEk6UGAxfjUrAoomE,3.3273684210526313,2.4755263157894736,2.9876315789473686,{}
Amon Tobin,Here Comes The Moon Man,electronic,6aE0EgAIM8avDb6afkVvpz,2.62,2.0,1.59,{}
The Fall,Dktr. Faustus,indie,3jI4EmSsM2axQlUl90c670,4.34,3.898,3.858,{}
Public Image Ltd.,Ease,new wave,3C0x2fEKpB3g7asqFHPF1L,4.09,2.963333333333334,3.3100000000000005,{}
The Eighties Matchbox B-Line Disaster,Rise Of The Eagles,alternative,7FxRJj4WnyKllBfi2Wxmhk,3.4175,2.795,2.9675,{}
X-Fusion,Psychopath,electronic,3WrIBPD9HhfHnnhU6q6FLL,3.4320000000000004,3.872,3.976,{}
Black Box Recorder,Brutality,indie,1NOVwIJGUuV6huh4sKVISd,3.816666666666666,3.78,3.853333333333333,{}
Yello,Ciel Ouvert,electronic,4wa35REApxwN9hLPh3JoGz,2.86,2.045,2.555,{}
Akira Yamaoka,Monster Daddy,dark ambient,0VbXMd7vf40eA77Fqb2g4I,2.693333333333334,3.1466666666666665,2.77,{}
The Fall,Taurig,post-punk,4NfKqfit2MI7xF87C7OMfV,3.595,2.4,2.66,{}
Nox Arcana,Eldritch Rites,dark ambient,7cLsearKwCEOGoM8sYTILf,2.86,2.045,2.555,{}
Stevie Ray Vaughan and Double Trouble,Willie The Wimp,blues,1nwXca4jNGWDpowRQnEiEv,2.914285714285714,2.4642857142857144,4.1085714285714285,{}
"Harry Connick, Jr.","Blue Light, Red Light (Someone's There)",jazz,6vy6uoNFsgRmRALJbsjB8h,4.003333333333334,3.706666666666667,3.6433333333333335,{}
Nox Arcana,The Stars Align,dark ambient,4xZ2BVx7ZSeMIO8HxT37MT,2.86,2.045,2.555,{}
Midnight Syndicate,Darkness Descends,dark ambient,1G6o5nJ0XHhhIu7dXtZ8XV,3.9528125,3.67359375,3.64140625,{}
Dial M for Murder!,NYC (Now You Care),electronic,22oKG7Jzt6LuSmeD9e3lWA,2.54,2.045,2.305,{}
Die Form,Transvocal Mutations,electronic,2iiE96XSJP9wShZaegmQRk,2.54,2.045,2.305,{}
Radiohead,Where Bluebirds Fly,electronic,4blz5SBUxKbtDNwMWstGNG,2.5761764705882353,3.6467647058823527,3.273235294117647,{}
The Human League,I Am the Law,new wave,2QjMlbgPRs09kW2IT1UtqV,4.0633333333333335,3.418333333333333,4.278333333333333,{}
EZ3kiel,Obssd,trip-hop,5OoEihgVIATNWEfY9qBbcZ,1.7466666666666666,3.586666666666667,2.47,{}
Duran Duran,Winter Marches On,new wave,6et1835XYjK8vgu0MU5loQ,4.177499999999999,2.735,4.2275,{}
Meat Beat Manifesto,No Purpose No Design,electronic,3Wp6f7v6E7rFBDBnExPfUc,4.35,3.347142857142857,4.248571428571429,{}
The Fall,New Puritan,post-punk,7ttUquEnM2VDVHvAvcnwxC,2.1766666666666663,3.243333333333333,2.7966666666666664,{}
Chris Liebing,Too Many People Talking (Not Enough Doing),ambient,1fxrUAYlGLA91pYQ0YbnRJ,2.66,3.06,2.806666666666666,{}
Crimson Sunday,Gimme Mercy,blues,45ZPmb8SNQZxnzDxUh7Xim,4.145,3.935,5.2825,{}
Deerhoof,Milking,experimental,3njoWJ6FUwj68td8Us7Gma,3.067283950617284,3.6224691358024694,3.238024691358025,{}
Murcof,MO,ambient,5uYxd2vX7yHcszTXcI1fiK,4.446486486486487,3.7985135135135137,4.535675675675676,{}
Julee Cruise,I Remember,ambient,3YB6eJ05SwjpL8G3zDeCpa,3.9750204081632647,2.4327755102040816,3.729224489795919,{}
Plaid,Zala,electronic,1Thqnw2IsounqG98ROrryK,3.984,3.4859999999999993,3.3280000000000003,{}
The Microphones,Universe,experimental,2P8AKXyCCUKu8iRwA9Roc5,3.9766666666666666,3.198333333333333,3.3550000000000004,{}
Alaska In Winter,The Homeless and the Hummingbirds,electronic,1HizGha7ND1X5nkqKlQ951,4.3675,2.6075,4.1025,{}
Labradford,Listening In Depth,ambient,7hLLlt27lVHN1dc01qFAA5,4.488333333333333,3.97,4.71,{}
Amplifier,Everyday Combat,alternative rock,3RvILIpmKSIKMYoYEZWnIa,1.5,2.675,1.85,{}
Jay-Jay Johanson,Broken Nose,alternative,7B0WXpRh7oN2QV9HLdsshx,1.5,2.675,1.85,{}
Arcana,...For my love,dark ambient,1GmfwITygQxMdZhzwpDo8T,1.0,1.7833333333333334,1.2333333333333334,{}
Supermachiner,Bitter Cold,ambient,1Wx5liM82jxG3mG4VaBfFc,2.6028571428571428,3.9757142857142855,2.682857142857143,{}
David Sylvian,A Brief Conversation Ending In Divorce,alternative,2UoJBTk85pIXDwnfzywAsm,1.5,2.675,1.85,{}
Balanescu Quartet,Lullaby,alternative,5wFN50tffjTcJRsUeDQJE2,1.7,2.9466666666666668,2.513333333333333,{}
KevOz,Spooky,electronic,6Dly8VqYZTL8Zf4nX9N4QJ,2.466666666666667,3.783333333333333,2.7266666666666666,{}
Ien Oblique,Prelude,alternative,7HGBSCHkk0lt6jwhgAwFnU,3.893254437869823,3.5206508875739644,3.697692307692308,{}
Aaron Marshall,Last Breath,ambient,7sOQNaaOBf9f6ykDQJ1QNT,4.3566666666666665,3.2822222222222224,4.578888888888889,{}
Twine,Cign,experimental,4A3MStsn9EVpipk8z32vuw,1.5,2.675,1.85,{}
David Bowie,Neuköln,ambient,5ZOitdISR9foFR6QrcZFCa,4.107272727272727,3.856363636363635,3.9509090909090903,{}
Bob Dylan,House of the Risin' Sun,folk,3yFRbFaSj8MeNuYaN21HIu,3.4605263157894743,3.4499999999999997,3.9805263157894744,{}
Morrissey,Will Never Marry,alternative,0REaQPkxNOszeqRezrG1M5,3.1754545454545458,3.384045454545455,3.8481818181818177,{}
Oneohtrix Point Never,Still Life,indie,1R9bPJZetPXCOYAWO2wMm2,3.3733333333333335,3.3633333333333333,3.196666666666667,{}
James Vincent McMorrow,Ghosts,folk,4RD9ieX3yq8OLW5tlf1KLL,4.378,3.694,3.898,{}
My Brightest Diamond,Bass Player,downtempo,7CZdKjrJ2jPHrw5FUaHgKN,4.202000000000001,3.772521739130434,4.260173913043478,{}
Broadcast,Hammer Without a Master,electronic,2bvLBhdsYzHLTt4xx9DPhI,3.685,3.9825,3.51,{}
Lush,Stray,shoegaze,5bwJQCgLvc9XmkmyYDOnnS,4.15,3.5825000000000005,3.845,{}
Rasputina,Sign of the Zodiac,alternative,418zOsoHsqwLJEJ2zBkgCG,4.205,3.928846153846154,4.418846153846154,{}
The Black Heart Procession,When We Reach the Hill,indie rock,0YWx5yh3N69hjAVdoHbUlF,4.16,3.7375,4.5075,{}
Tindersticks,Vertrauen III,indie,01hk837BOk2EsVOqSM2EcN,3.5275000000000007,3.6525000000000007,3.6925,{}
Jan Jelinek,Universal Band Silhouette,ambient,7hyzNmuAXZqjqD67zankiJ,3.9975,3.4,3.9625,{}
Tones on Tail,Rain,post-punk,5Srq4DJy3AMtHeX4q5uTZX,3.1599999999999997,3.3633333333333333,3.0300000000000007,{}
God Module,Curse,electronic,3lh3HaYjJ7GF6hitgZ4Ouw,2.2,3.0,2.24,{}
Daniel Johnston,It's Over,singer-songwriter,16KQX1kkO1m3xEAGUot6JV,3.555,3.885,3.7875,{}
Evil Nine,Feed on You,electronic,11Qq4g41ZodAg97VcDvSiY,2.9188118811881187,3.98019801980198,2.9718811881188123,{}
Midnight Syndicate,Haunted Nursery,dark ambient,053kZxouGV0zcP4f6YCsUU,3.3733333333333335,3.3633333333333337,3.196666666666667,{}
Ike & Tina Turner,I Smell Trouble,blues,4z2vmbaLbwKsOxUsMQAeoi,3.5565217391304347,3.9217391304347826,5.314782608695652,{}
The Ditty Bops,Nosy Neighbor,chill,6KDGlpsSM6NKFefmSIo1wg,3.1866666666666665,3.0833333333333335,3.3433333333333333,{}
Inca Ore,"michael, i will meet you at the end of time",electronic,6tk7wlAkwj451QZKm92D0f,2.9066666666666667,3.183333333333333,3.216666666666667,{}
Trader Horne,Morning Way,folk,7b7fIP2oihfoa4vHiqc4dQ,2.2,3.0,2.24,{}
Elane,Deae Noctis,folk,46m9FQ1A6Xz8fNPdQ8JIuv,2.2,3.0,2.24,{}
Delerium,Of the Tribe,electronic,7iNyt23AiNqtXpCsFuQ3MQ,3.8000000000000007,3.545,3.5500000000000007,{}
The Residents,What Have My Chickens Done Now?,experimental,17HzFpSHXZJvJ3UcSUNigK,3.701477832512316,2.5759605911330055,3.6328078817733993,{}
Jandek,The World Stops,experimental,7wG8yWlFrhLwdRtmZ9QB4m,2.6100000000000003,3.2033333333333336,3.306666666666667,{}
The Indelicates,Roses,indie,70VbNPVFQmaD3v5SEuWIYu,2.9188118811881187,3.98019801980198,2.9718811881188123,{}
James Bernard,Mars Rain,ambient,6GyTSH0sOQuue1EUgRF0fT,2.2,3.0,2.24,{}
Displacer,The Witching Hour,electronica,4U7fHmC4zBtFMONav8MZqk,2.2,3.0,2.24,{}
Severed Heads,"Now, An Explosive New Movie",electronic,6U3B14Ov7jsKWT0RmMqG7z,4.016444444444445,3.71962962962963,3.867851851851852,{}
Delerium,Infra Stellar,ambient,2iUmX8d4hMLfyYdA7vjpW5,3.581460674157303,3.3084269662921346,3.1955056179775276,{}
Orbital,Octane,ambient,1CVMjWuc0XudmzztrL45kb,2.58,1.625,2.7749999999999995,{}
Set Fire to Flames,vienna arcweld/fucked gamelan/rigid tracking...,experimental,7szPR0lEvYcvGxqnEpjGHC,2.54,2.045,2.305,{}
Harlem Shakes,Radio Orlando,indie,5v8OY36ssJc3LDyfxZA0l2,2.105,2.855,2.675,{}
Other Lives,Desert,post-rock,6v5yrtiHJSnoZUABxQQCas,2.105,2.855,2.675,{}
The National,Humiliation,indie rock,6INX6gjqGXL5jDkt2IcdtU,3.514,2.838,4.194,{}
Bright Eyes,Drunk Kid Catholic,indie,5VKbi71U1dWvM8uMqI1etT,4.249363636363636,3.875636363636364,4.6134545454545455,{}
The Jesus and Mary Chain,Nine Million Rainy Days,alternative,77UPPPUsW9xaoA9rFYaJuO,4.285555555555556,3.86,4.856666666666667,{}
Rilo Kiley,Plane Crash in C,indie,1AagGKT18OuGKjs5H9GvNM,4.186949152542373,3.777627118644068,4.45593220338983,{}
Chevelle,MIA,alternative rock,5ciVSySdRsHLNm9js02AuO,3.876666666666667,3.3333333333333335,3.5,{}
Tom Waits,Lucinda,blues,1w4NlFeAmSnF4bQo5dDPbJ,3.7377027027027023,3.911216216216217,5.131486486486486,{}
Tom Waits,Goodnight Irene,folk,6UYTaQ4ZszDHtoYMiceE8k,3.0935964912280705,3.474298245614035,4.58701754385965,{}
Bob Dylan,I Don'T Believe You,folk,1FtJgaely2X7NKul8bDJ3W,4.215999999999999,3.613999999999999,4.544,{}
Sleater-Kinney,O2,indie rock,4p3w4aUzHIqAl3e1QO02DR,3.62,3.7625,4.005,{}
The Gutter Twins,All Misery/Flowers,alternative rock,1lxdeTCIMfbAIkzIjZz75d,3.893333333333333,3.673333333333333,4.996666666666667,{}
Simian,When I Go,indie,52afJmIPUURYduwz9pqsgv,3.535,3.7125,3.8375,{}
Neva Dinova,Ahh,indie,6XorgdtMRoZ5OdmSV7NCFJ,4.267185185185185,3.7159259259259256,4.993407407407408,{}
Pavement,Mellow Jazz Docent (Remastered),indie,3H3NQ4s0FfTFyDkz7X5teS,4.395,3.945,5.065,{}
Air,Lucky & Unhappy,electronic,3KtCDKfQyDOYpedX16GPpL,2.42,3.0933333333333333,3.0533333333333332,{}
This Mortal Coil,Bitter,ambient,5Pw0IuTQqRGdploH2ZlNdL,1.8173913043478265,1.4034782608695653,1.916521739130435,{}
Rilo Kiley,American Wife,sad,4t4VArpV8NxixFtX6wzmrZ,2.8925,3.9375,4.055,{}
Park Ave.,All Boy Band,indie,0uwbLvDKP6O4jwtCbpRBxF,3.7223931623931623,3.595641025641026,4.008376068376068,{}
Sneaker Pimps,6 Underground (Perfecto Mix),electronic,2Yjf0oAvbJdJYhMtVSAtvt,4.127142857142857,3.89,4.231428571428571,{}
Black Box Recorder,Seasons in the Sun,indie,5czaJaPVQYlkSgnfgWy7jy,4.074,3.482,3.94,{}
Joni Mitchell,The Sire of Sorrow (Job's Sad Song),folk,2ViLGVtuZyCY3cQb8mmsyi,2.0315976331360948,3.3129585798816574,3.0996449704142015,{}
Michelle Featherstone,God Bless The Child,indie,30Z454x4kjGxf6onwWJoO7,3.80625,3.905,4.39625,{}
Ruth Brown,Cabbage Head,soul,5S6oZEFVlEC636H4gY6JsI,4.048,3.74,5.302,{}
Black Tape for a Blue Girl,Dagger,ambient,0DtHN3ozdf6LZyChjXVqbz,3.915,3.45,3.655,{}
B.B. King,Every Day (I Have the Blues),blues,6E8jqiKej8Tv37A4s95R8b,3.11,3.9722222222222223,4.697777777777778,{}
Caribou,Melody Day (Four Tet remix feat. Luke Lalonde Adem and One Little Plane),sad,4QYsyyQhYzRMx93jXsDEh0,1.91,2.71,2.806666666666666,{}
The Durutti Column,Violence,sad,24i3LvkdtWEAAS3JcquoAz,4.136666666666667,3.6466666666666665,5.14,{}
Sonny Boy Williamson,Why Are You Crying?,sad,4bm2qpyGpmnNb9xSmd01ug,1.91,2.71,2.806666666666666,{}
Jane Taylor,My Street,folk,5uqDmgWMDzvs2pTtR372Ky,3.6166666666666663,3.5533333333333332,3.6233333333333335,{}
Sandweaver,Never Go Back,indie,3bRmlrukJyZjCYgy10dyIv,4.4975,3.9425,4.13,{}
Calexico / Iron & Wine,"16, Maybe Less",folk,1U3y833fxFLeah93v0MaLs,4.32,3.05625,4.94375,{}
The Cooper Temple Clause,Did You Miss Me,indie,75IYpfeH0mzj9qMtZLwG9O,4.291818181818182,3.7545454545454544,4.210909090909091,{}
Tom Waits,Lost in the Harbour,blues,1ruTDiZhHiIGhQzGksUWBD,3.5005405405405408,3.167297297297297,4.912162162162162,{}
Cat Power,Water & Air,indie,4BfOfgZGlQEPhEmPpGYeX0,4.1339247311827965,3.365,4.381344086021506,{}
Phantom Planet,Something is Wrong,indie,5oyEcUAuqmcDD588PAXR0H,3.05,3.814444444444444,4.161111111111111,{}
Swans,Mother's Milk,experimental,1F8hQyq6MJSzDCMrn6Wa2b,3.96,3.18,3.85,{}
Nico,Frozen Warnings,folk,5gRCeSo5sdTDHRm2zjpOEZ,3.606206896551724,3.093620689655173,3.454137931034482,{}
Nina Simone,For All We Know,jazz,1dmTdjlZtYeYgBPyFRBdwd,3.3000000000000003,3.82,4.347499999999999,{}
Grant Lee Buffalo,Mockingbirds,indie,73UlpUGNpK7qXbHf5OgTKA,4.203,3.236,4.482,{}
David Bowie,Some Are,ambient,4zckw2DjZIBo0OSo3hwARW,3.4817391304347822,2.6828985507246372,3.0666666666666664,{}
Unwound,Below the Salt,experimental,0Bn8pEW6GhWUVq0siJds4J,3.959999999999999,3.18,3.85,{}
Salem,Dirt,electronica,0VqekWaHLFcYJf7ZWTa3Fn,1.98,1.59,1.925,{}
Grant Lee Buffalo,Lady Godiva and Me,alternative,3OckuapXjHDmqRzqSzajN6,3.751428571428571,2.8257142857142856,4.211428571428572,{}
Melanie,Leftover Wine,folk,07hc4cTNPMyW4YujcSomlF,3.886440677966102,3.790338983050848,4.261016949152542,{}
Nosaj Thing,TM,electronic,4QZzNgtFU5TYEGqtiT6OBQ,3.673333333333334,3.3633333333333333,3.8,{}
The Drones,Locust,indie,6gRQU0Ttif7crbpI9INSJA,3.96,3.18,3.85,{}
Tom Waits,Depot Depot,indie,5k1cUARvR0W99hJVCTkDLJ,3.111666666666667,3.4816666666666665,3.925,{}
New Model Army,One Of The Chosen,post-punk,0wBg3h1utirnYd2DPdTVY2,4.1450000000000005,3.234999999999999,3.793333333333334,{}
surrenderdorothy,spinningthecompass,sad,2xC5bJSce1hnCea0K6XGiz,3.405,3.44,3.9675,{}
Hammock,The Lonely Now,ambient,6cnyXghmxel15B1J2zDuA7,1.98,1.59,1.925,{}
Nine Circles,What's There Left,new wave,7zDcmuEo7G8QKcEfcvnSMA,3.013333333333333,2.4233333333333333,2.82,{}
The Mob,I Wish,indie,4TAEClLI6ToBlUDjCUykvw,4.43,3.97,4.336666666666667,{}
The Mob,No Doves Fly Here,post-punk,7CYUaVA6rkue7tJATJskCY,4.43,3.97,4.336666666666666,{}
surrenderdorothy,suddenlyeverywordmadesense,sad,279m3hmTN8uYCvHEdNq3Xn,3.405,3.44,3.9675,{}
The Mob,Raised in a Prison,post-punk,236FDHtgBdDfIiHuRwC3bz,4.43,3.97,4.336666666666667,{}
Keshco,Breaking The Tape,electronic,09MqkVI55Z32TG33SabGMq,3.158,3.539,3.723,{}
Radiohead,Morning Bell (Amnesiac),alternative,3jaA0iP323UuDVVDA9sfSl,4.422115384615385,3.4405769230769234,4.385769230769231,{}
"Unkle, Thom Yorke",Rabbit In Your Headlights,trip-hop,2ovq5SIJ7zRgtLDR0zBHj7,4.046571428571428,3.348857142857144,4.0768571428571425,{}
burɴ,Empty Room,alternative,1KDmK8cmChtkjZXw0yFvUV,3.53,2.84,3.2675,{}
burɴ,Monster,ambient,0L7yL1KL0ZjeGSigL9qHQV,3.96,3.18,3.85,{}
Nick Cave and the Bad Seeds,Do You Love Me? (Part Two),alternative,7yFQTLli8IAP1L0LkcWEFN,3.96,3.18,3.85,{}
Of the Wand and the Moon,Here's To Misery (A Toast),dark ambient,4hB9Tm3XinurASovloMf5u,3.9266666666666663,3.81,3.955555555555556,{}
Sleepy John Estes,Diving Duck Blues,blues,6MzS98coQQuAZVsvom8O18,3.6028571428571428,3.5885714285714285,5.164285714285715,{}
Mississippi Sheiks,Bootlegger's Blues,blues,0NZCRmTQbH2CcTXrA1tINk,3.53910447761194,3.815522388059702,5.201492537313433,{}
Cold,No One,alternative rock,5Z5k7MQotAckv0S3ZA9dXa,4.363533834586468,3.71187969924812,4.996766917293233,{}
Cold,Wasted Years,alternative rock,2JG2OmmwZ5x2RkX0uR5w4k,4.199130434782608,3.3895652173913047,4.878985507246377,{}
Cold,Remedy,alternative rock,6IFghoJ2LzD21R91chrdTa,4.392786885245902,3.809180327868852,5.072131147540983,{}
Chris Brown,So Cold,soul,6XLqWHfm6t1WsB1S3sGslQ,3.887631578947368,2.5567105263157894,3.7840789473684207,{}
Cold,Rain Song,alternative rock,4VEWQBkmhL18VAumaMoRlZ,4.153373493975904,3.706746987951807,4.919759036144579,{}
Cold,Black Sunday,alternative rock,2cs4flC9FpTI6ngU7Y9HRG,4.378522727272728,3.691477272727272,5.130795454545455,{}
Chromatics,Night Drive,electronic,6d5jMLcYaEoZestm7ZMGj6,3.967777777777778,3.674444444444444,4.564444444444446,{}
She & Him,"Baby, It's Cold Outside",indie,1FkfPShKw6e2WHe3ZsYEbk,4.32,3.55,5.17,{}
Susanne Sundfør,White Foxes,indie pop,7xceaOyC0xCkCgzcbU8Zly,4.32,3.55,5.17,{}
The Walkmen,Dónde Está la Playa,indie,6X9eQYhPJZ4jUqjicg0yyx,4.32,3.55,5.17,{}
Cold,Whatever You Became,alternative rock,5JLw1nIALMp9Cpa6uRiHBU,4.115862068965518,3.5444827586206897,5.047701149425287,{}
Cymbals Eat Guitars,Cold Spring,indie,6mxraBHjCJZxbTrxnMsgL5,4.32,3.55,5.17,{}
Cold,End Of The World,alternative rock,3V1A0qjTAKgLtN1LPfU2WK,3.363636363636364,3.0545454545454547,4.062727272727273,{}
Thom Yorke,Interference,electronic,2R5o3CKGdTsycMykcUTfns,2.7725,3.1700000000000004,3.3349999999999995,{}
Cold,Confession,alternative rock,6goqTmGsSP4mrLyamSMJoi,4.24969696969697,3.6203030303030297,5.023333333333333,{}
Wild Beasts,Plaything,indie rock,4P7niP5x0Nn4EaxpvmySBO,4.32,3.55,5.17,{}
Galaxie 500,Cold Night,alternative rock,77Thdu78QWOK6OAnX5fSlK,2.14,2.3466666666666667,3.003333333333334,{}
Cold,It's All Good,alternative rock,6nFjJxM9ivJd27juSyD6xT,4.048547008547009,3.1746153846153846,4.88076923076923,{}
Cold,A Different Kind of Pain,alternative rock,0VGuRxuaWea2HqXPX769sI,3.8181024096385543,3.984578313253011,4.482379518072288,{}
Morrissey,"Lifeguard Sleeping, Girl Drowning",alternative,64OURV95Yb2hz9bonePOZG,3.880368421052632,3.598947368421053,4.545684210526315,{}
Seabear,Cold Summer,sad,6w8fw8HUYMnIJ1xC4I2qSo,2.6757142857142857,3.698571428571429,4.057142857142857,{}
Coil,Cold Cell,experimental,5B4R38byqdsirGkYuBhtSW,4.116376811594202,3.697826086956522,4.318115942028985,{}
Cold War Kids,Cold Toes On The Cold Floor,indie rock,7erSwIgRWU7qYgjjitiTEZ,3.726666666666667,3.5900000000000003,5.35,{}
Thom Yorke,A Rat's Nest,electronic,0cdjhwCqWF4wJLCckN2cFP,3.0925,3.3449999999999993,3.3275,{}
Cold,Witch,alternative rock,0wmXb4sssaAJvH6IjdB4CA,4.32,3.55,5.17,{}
Cold,Back Home,alternative rock,12gDsqp10uKMcOaSEUAGYD,3.743333333333333,3.880595238095238,4.530119047619047,{}
Cold,Outerspace,alternative rock,5E0BLSBXiAag9lUkgA7lae,4.142,3.822,4.69,{}
This Mortal Coil,Fond Affections,ambient,5ZgEeP0NO21ZQN15UKp4nK,3.029,3.2889999999999997,3.58,{}
The Dandy Warhols,Colder Than The Coldest Winter Was Cold,indie,5EuFqkoUeuUj3GwEfFEmXi,4.32,3.55,5.17,{}
Ladytron,Melting Ice,electronic,5MYIVnUJwNNhYESLdrALUb,4.3966666666666665,3.46,4.1883333333333335,{}
Cold,Give,alternative rock,29jg2LbDYF2Sxzvb74QZk9,4.32,3.5500000000000003,5.17,{}
The Modern Lovers,Dance With Me,indie,33GR3yYQcwhpkJteLKJA13,4.32,3.55,5.17,{}
Nico,Mutterlein,experimental,50k2CiOh4qW7iW8u41Z5NL,4.32,3.55,5.17,{}
Gotan Project,Érase una Vez,electronic,3aZKCHir3K5VZnjd9fP6Gt,4.32,3.55,5.17,{}
Hood,You Show No Emotion at All,indie,1jeK3NK3kUy7XAkJ3wfvyL,3.2739999999999996,1.694,3.632000000000001,{}
Cold,The Switch,alternative rock,435D9imUWYKFsk7rS1o7Nz,4.32,3.55,5.17,{}
Cold,Serial Killer,alternative rock,3d5khG32vZVfpqbT3iyA40,4.32,3.55,5.17,{}
Client,The Chill of October,electronic,6VJWk3Q1gEv6En6hbhKdyK,4.111666666666666,3.908333333333333,4.2025,{}
Poni Hoax,Hypercommunication,electronic,6qEMyQiea5GejuGyWoqe4Q,4.32,3.55,5.17,{}
Jay-Jay Johanson,Poison,trip-hop,5jU9PiZnDhPGBUgRmOzSJk,4.08733009708738,3.4724757281553393,4.258543689320389,{}
The Psychedelic Furs,Flowers,post-punk,4r16aj4XBmZbvgIWaUoJXA,4.176666666666667,3.026666666666667,4.073333333333333,{}
Nicole Atkins,Cool Enough,indie,5U4hEb7BUqevaAe3G7VkyQ,3.203333333333333,2.4783333333333335,3.341666666666667,{}
Hammock,Sinking Inside Yourself,ambient,7fodfUsFVgLDDQfW1WUob4,4.215,2.7675,4.18,{}
Anika,Masters Of War,electronic,4ZFoZQV696Vl7yrpbMR0Sw,4.32,3.55,5.17,{}
Former Ghosts,New Orleans,experimental,1eypCGK7LyTaLfOybu5wJB,4.32,3.55,5.17,{}
Cold,What Happens Now,alternative,3oNxlOw3QruOvvrtJdMU0v,4.32,3.55,5.17,{}
Labradford,Accelerating on a Smoother Road,post-rock,4e9ZdCkiYST9gXjwEm6yVS,3.681666666666666,3.7816666666666663,4.16,{}
Arab Strap,Screaming in the Trees,indie,1ncgfo67Wkl2IsgYhLxmNi,3.276666666666667,2.536666666666666,3.2933333333333334,{}
Vega 4,Papercuts,alternative,3TuI8PoWwATLzvQXCfcTCF,4.32,3.55,5.17,{}
Fat Jon,Maia,trip-hop,7x9jGJRt9WPRANQzwVIxAy,4.105,3.68,4.71,{}
Arcana,Gathering of the Storm,dark ambient,0LLEb90f45z5N9dcpdDJX0,4.143093525179856,3.41705035971223,3.969136690647482,{}
Monolake,North,electronica,07H2nqGkc40YoLFw5c9TSK,4.32,3.55,5.17,{}
Jóhann Jóhannsson,The sun's gone dim and the sky's turned black,ambient,2gwWX5xo7izyu63ILcTXs9,3.1004761904761904,3.1767857142857148,3.403452380952381,{}
The Black Dog,Delay 9,electronic,1gxE33M1ZDzjZkqVJJZp1w,4.320000000000001,3.55,5.17,{}
Nickel Eye,Where The Cold Wind Blows,indie,3aRVSAkxuGNKZxTXwh6vf2,4.32,3.55,5.17,{}
Chihei Hatakeyama,Granular Haze,ambient,0u3ZbwDSRAGMb1ZDzb3eG5,4.32,3.55,5.17,{}
Roger Eno,A Place In The Wilderness,ambient,54xQTn1N1orhfjLzp684ZK,4.230070921985816,2.3971631205673756,4.002340425531915,{}
Louis Armstrong,Zat You Santa Claus?,jazz,5zVXvYPvU4anhLlAQjvf5Y,4.32,3.55,5.17,{}
Thomas Köner,Serac,ambient,7ru45RlDsgniqGJc9Ldm6P,4.32,3.55,5.17,{}
Smoosh,It's Cold,indie,2SyPidb7EqgJp7XA5cF1Ee,4.32,3.55,5.17,{}
The Black Dog,Strip Light Hate,electronic,2ADd78Bfzj76maD5jeM0aL,4.32,3.55,5.17,{}
Cold,Gone Away (A Song For Starr),alternative,3Vxib4vvhfLPyphsln3of2,4.32,3.55,5.17,{}
Black Box Recorder,The Deverell Twins,indie,3eRm3EF49iKgLZ1vVBKPTp,1.44,1.1833333333333331,1.7233333333333334,{}
Nico,Purple Lips,experimental,5ZQQj3IU3xZWXhB4AwlHjg,3.788571428571429,3.62,4.038571428571429,{}
The Best Pessimist,Cold Eye Color,post-rock,0eDVzyFDn2aCFyi94fb9p1,4.32,3.55,5.17,{}
Nils Petter Molvær,Presence,jazz,1KA1FSC62clFSoTA138vHh,4.32,3.55,5.17,{}
