artist,track,genre,valence_tags,arousal_tags,dominance_tags,spotify_id
Aimee Mann,Frankenstein,singer-songwriter,4.274210526315789,3.5108270676691724,4.324436090225563,4NTC8Vl47iP11roKNvli1S
Taylor Swift,Ronan,sad,4.0518253968253966,3.9676190476190474,4.283730158730159,0Nw8hv79MLJa1yjtsEgz08
Nico,Julius Caesar (Memento Hodie),singer-songwriter,2.54,2.045,2.305,4l9CJ7iLqdvyHT6PLkZS0w
Japan,Halloween,new wave,1.7433333333333334,1.418,1.87,7dAj8hOpAaU3C7pm3hUiYZ
Siouxsie and the Banshees,Blow The House Down,post-punk,3.6,2.7266666666666666,3.24,0TTP2dxfTnEcThfWs3C3g2
Bauhaus,The Dog's A Vapour,post-punk,3.01375,3.44625,3.0475000000000003,0WgIpVjliaA0ZHpugO0Ook
Oingo Boingo,Insanity,alternative,4.489189189189189,3.624864864864865,4.963513513513514,07vxL3e17ylfQvAt7SDU1B
Beat Happening,Pajama Party in a Haunted Hive,indie,3.41,1.715,3.22,1bYJMJ9J7UYWmKLQwV3Dzc
Chris Garneau,Halloween,singer-songwriter,4.5,2.08,4.48,3hECBXlf0tm9zARUk1sexQ
Exuma,Dambala,folk,3.86,3.025,3.415,1iJRCfV3qbbCrxzpAcqMvY
They Might Be Giants,Turn Around,alternative,3.2633333333333336,2.26,3.0233333333333334,0FQrtFQQrox0GMBONtZ3oM
Studio,Origin,electronic,4.2,2.5500000000000003,3.943333333333333,2YfVhECTzyiU51UKx3QEzJ
Say Hi To Your Mom,The Forest Scares The Hell Out Of Me,indie pop,2.67,3.4099999999999997,2.643333333333333,6RItspPc8PKTrPMYJKTJgx
Abe Vigoda,Skeleton,indie,3.265,1.845,2.895,6kIsMXqJhefcHRo3Pd1NjB
John Cale,Ghost Story,singer-songwriter,2.387555555555556,2.541185185185185,2.289333333333334,4huvWynqIUzR4h1EGNKcLS
Blondie,The Attack Of The Giant Ants,new wave,3.5966666666666667,3.193333333333334,3.52,2tZlqrCMPrFDklYFCLcTbZ
Quiet Village,Circus Of Horror,electronic,3.75,1.675,3.165,1kCT6PHwCfozyE2VLIUcfl
Exuma,"Mama Loi, Papa Loi",sad,2.7701149425287355,3.7435057471264375,3.1836781609195404,1qCKZwiZGDTTZ1FMszvNYs
The Stranglers,Everybody Loves You When You're Dead,new wave,1.413333333333333,1.73,1.7833333333333334,2xWQjZXKIUjkTCnBLw23yL
No Kids,For Halloween,indie pop,2.105,2.3,2.625,62vsf59Ka5bidaJ9h7g2fk
Under Byen,Liste Over Sande Venner Og Forbilleder,trip-hop,1.5,2.675,1.85,65a8EzSmu1S92zObGSvMMc
Man Man,Spooky Jookie,indie,2.2,3.0,2.24,0egFsZ8moGxWlhWtOKVMeO
The Grates,Howl,indie rock,4.185,3.16,3.52,05kpUjz2tVg5dz94Bnluoz
Goldfinger,Ghouls Night Out,alternative,1.76,3.47,2.1133333333333333,57su50L2ONc6ba7hCx3iyV
Felt,All The People I Like Are Those That Are Dead,indie pop,1.8700000000000003,2.065,1.98,2CRFPAotDIOggr9FkzXabe
Screamin' Jay Hawkins,I Hear Voices,blues,2.9400000000000004,3.0025,3.9650000000000007,0tBeaHBiK5P0npd8KZ8Co0
Odd Nosdam,We Dead,chill,3.44,2.1666666666666665,3.7,0UzTXlUR3oFSi3pIOIfQJN
Japan,Despair,new wave,4.205338983050847,3.6228813559322033,3.9758474576271183,7EejCRBPdYvEYKkLzOvGxs
Anna von Hausswolff,No Body,dark ambient,1.5,2.675,1.85,2OIEOLE5v8vCGwgEzAHFeF
Japan,Burning Bridges,new wave,2.86,2.045,2.555,0oR7wEcCIoU5CSxC9bqR9y
The Fall,Before the Moon Falls,post-punk,3.215,2.175,2.91,0yoVsykpoY4tfCk5WPkd5e
The Cars,Night Spots,new wave,4.0,2.68,2.96,1fvUEiUz6QADwIIgRbiTd9
Soulsavers,Wise Blood,electronic,1.096666666666667,1.3333333333333333,1.393333333333333,2KcIrq3oo7qJovUxIIaG2M
T-Bone Burnett,Zombieland,blues,3.385,3.3600000000000003,4.685,6JaXPOG6EAgADT70upQaRO
Public Image Ltd.,Round,post-punk,4.0,2.68,2.96,7rFgJEMzrfqgDjkSK2pGOw
Sleepytime Gorilla Museum,The Creature,experimental,1.1563157894736842,2.0971052631578946,1.1939473684210526,2ZqmzuP1IzKBfPKF5bjwA1
Colin Newman,Alone,post-punk,1.375,2.66,2.36,1BBSG6W9TED8QbtkkvCrKx
The Builders and the Butchers,Black Dresses,indie,2.7,1.79,2.74,0ErVG3P2bJvIMiThIItcwj
The Builders and the Butchers,Vampire Lake,indie,2.54,2.045,2.305,7afuiGgWFT3eo1k3GZrZ9H
Tori Amos,Daisy Dead Petals,alternative,2.897631578947369,2.069736842105263,2.466578947368421,3LnVkPPmdepiVHQ1DWj2GY
Nox Arcana,Night of the Wolf,dark ambient,3.3273684210526313,2.4755263157894736,2.9876315789473686,5m7xgHEk6UGAxfjUrAoomE
Amon Tobin,Here Comes The Moon Man,electronic,2.62,2.0,1.59,6aE0EgAIM8avDb6afkVvpz
The Fall,Dktr. Faustus,indie,4.34,3.898,3.858,3jI4EmSsM2axQlUl90c670
Public Image Ltd.,Ease,new wave,4.09,2.963333333333334,3.3100000000000005,3C0x2fEKpB3g7asqFHPF1L
The Eighties Matchbox B-Line Disaster,Rise Of The Eagles,alternative,3.4175,2.795,2.9675,7FxRJj4WnyKllBfi2Wxmhk
X-Fusion,Psychopath,electronic,3.4320000000000004,3.872,3.976,3WrIBPD9HhfHnnhU6q6FLL
Black Box Recorder,Brutality,indie,3.816666666666666,3.78,3.853333333333333,1NOVwIJGUuV6huh4sKVISd
Yello,Ciel Ouvert,electronic,2.86,2.045,2.555,4wa35REApxwN9hLPh3JoGz
Akira Yamaoka,Monster Daddy,dark ambient,2.693333333333334,3.1466666666666665,2.77,0VbXMd7vf40eA77Fqb2g4I
The Fall,Taurig,post-punk,3.595,2.4,2.66,4NfKqfit2MI7xF87C7OMfV
Nox Arcana,Eldritch Rites,dark ambient,2.86,2.045,2.555,7cLsearKwCEOGoM8sYTILf
Stevie Ray Vaughan and Double Trouble,Willie The Wimp,blues,2.914285714285714,2.4642857142857144,4.1085714285714285,1nwXca4jNGWDpowRQnEiEv
"Harry Connick, Jr.","Blue Light, Red Light (Someone's There)",jazz,4.003333333333334,3.706666666666667,3.6433333333333335,6vy6uoNFsgRmRALJbsjB8h
Nox Arcana,The Stars Align,dark ambient,2.86,2.045,2.555,4xZ2BVx7ZSeMIO8HxT37MT
Midnight Syndicate,Darkness Descends,dark ambient,3.9528125,3.67359375,3.64140625,1G6o5nJ0XHhhIu7dXtZ8XV
Dial M for Murder!,NYC (Now You Care),electronic,2.54,2.045,2.305,22oKG7Jzt6LuSmeD9e3lWA
Die Form,Transvocal Mutations,electronic,2.54,2.045,2.305,2iiE96XSJP9wShZaegmQRk
Radiohead,Where Bluebirds Fly,electronic,2.5761764705882353,3.6467647058823527,3.273235294117647,4blz5SBUxKbtDNwMWstGNG
The Human League,I Am the Law,new wave,4.0633333333333335,3.418333333333333,4.278333333333333,2QjMlbgPRs09kW2IT1UtqV
EZ3kiel,Obssd,trip-hop,1.7466666666666666,3.586666666666667,2.47,5OoEihgVIATNWEfY9qBbcZ
Duran Duran,Winter Marches On,new wave,4.177499999999999,2.735,4.2275,6et1835XYjK8vgu0MU5loQ
Meat Beat Manifesto,No Purpose No Design,electronic,4.35,3.347142857142857,4.248571428571429,3Wp6f7v6E7rFBDBnExPfUc
The Fall,New Puritan,post-punk,2.1766666666666663,3.243333333333333,2.7966666666666664,7ttUquEnM2VDVHvAvcnwxC
Chris Liebing,Too Many People Talking (Not Enough Doing),ambient,2.66,3.06,2.806666666666666,1fxrUAYlGLA91pYQ0YbnRJ
Crimson Sunday,Gimme Mercy,blues,4.145,3.935,5.2825,45ZPmb8SNQZxnzDxUh7Xim
Deerhoof,Milking,experimental,3.067283950617284,3.6224691358024694,3.238024691358025,3njoWJ6FUwj68td8Us7Gma
Murcof,MO,ambient,4.446486486486487,3.7985135135135137,4.535675675675676,5uYxd2vX7yHcszTXcI1fiK
Julee Cruise,I Remember,ambient,3.9750204081632647,2.4327755102040816,3.729224489795919,3YB6eJ05SwjpL8G3zDeCpa
Plaid,Zala,electronic,3.984,3.4859999999999993,3.3280000000000003,1Thqnw2IsounqG98ROrryK
The Microphones,Universe,experimental,3.9766666666666666,3.198333333333333,3.3550000000000004,2P8AKXyCCUKu8iRwA9Roc5
Alaska In Winter,The Homeless and the Hummingbirds,electronic,4.3675,2.6075,4.1025,1HizGha7ND1X5nkqKlQ951
Labradford,Listening In Depth,ambient,4.488333333333333,3.97,4.71,7hLLlt27lVHN1dc01qFAA5
Amplifier,Everyday Combat,alternative rock,1.5,2.675,1.85,3RvILIpmKSIKMYoYEZWnIa
Jay-Jay Johanson,Broken Nose,alternative,1.5,2.675,1.85,7B0WXpRh7oN2QV9HLdsshx
Arcana,...For my love,dark ambient,1.0,1.7833333333333334,1.2333333333333334,1GmfwITygQxMdZhzwpDo8T
Supermachiner,Bitter Cold,ambient,2.6028571428571428,3.9757142857142855,2.682857142857143,1Wx5liM82jxG3mG4VaBfFc
David Sylvian,A Brief Conversation Ending In Divorce,alternative,1.5,2.675,1.85,2UoJBTk85pIXDwnfzywAsm
Balanescu Quartet,Lullaby,alternative,1.7,2.9466666666666668,2.513333333333333,5wFN50tffjTcJRsUeDQJE2
KevOz,Spooky,electronic,2.466666666666667,3.783333333333333,2.7266666666666666,6Dly8VqYZTL8Zf4nX9N4QJ
Ien Oblique,Prelude,alternative,3.893254437869823,3.5206508875739644,3.697692307692308,7HGBSCHkk0lt6jwhgAwFnU
Aaron Marshall,Last Breath,ambient,4.3566666666666665,3.2822222222222224,4.578888888888889,7sOQNaaOBf9f6ykDQJ1QNT
Twine,Cign,experimental,1.5,2.675,1.85,4A3MStsn9EVpipk8z32vuw
David Bowie,Neuköln,ambient,4.107272727272727,3.856363636363635,3.9509090909090903,5ZOitdISR9foFR6QrcZFCa
Bob Dylan,House of the Risin' Sun,folk,3.4605263157894743,3.4499999999999997,3.9805263157894744,3yFRbFaSj8MeNuYaN21HIu
Morrissey,Will Never Marry,alternative,3.1754545454545458,3.384045454545455,3.8481818181818177,0REaQPkxNOszeqRezrG1M5
Oneohtrix Point Never,Still Life,indie,3.3733333333333335,3.3633333333333333,3.196666666666667,1R9bPJZetPXCOYAWO2wMm2
James Vincent McMorrow,Ghosts,folk,4.378,3.694,3.898,4RD9ieX3yq8OLW5tlf1KLL
My Brightest Diamond,Bass Player,downtempo,4.202000000000001,3.772521739130434,4.260173913043478,7CZdKjrJ2jPHrw5FUaHgKN
Broadcast,Hammer Without a Master,electronic,3.685,3.9825,3.51,2bvLBhdsYzHLTt4xx9DPhI
Lush,Stray,shoegaze,4.15,3.5825000000000005,3.845,5bwJQCgLvc9XmkmyYDOnnS
Rasputina,Sign of the Zodiac,alternative,4.205,3.928846153846154,4.418846153846154,418zOsoHsqwLJEJ2zBkgCG
The Black Heart Procession,When We Reach the Hill,indie rock,4.16,3.7375,4.5075,0YWx5yh3N69hjAVdoHbUlF
Tindersticks,Vertrauen III,indie,3.5275000000000007,3.6525000000000007,3.6925,01hk837BOk2EsVOqSM2EcN
Jan Jelinek,Universal Band Silhouette,ambient,3.9975,3.4,3.9625,7hyzNmuAXZqjqD67zankiJ
Tones on Tail,Rain,post-punk,3.1599999999999997,3.3633333333333333,3.0300000000000007,5Srq4DJy3AMtHeX4q5uTZX
God Module,Curse,electronic,2.2,3.0,2.24,3lh3HaYjJ7GF6hitgZ4Ouw
Daniel Johnston,It's Over,singer-songwriter,3.555,3.885,3.7875,16KQX1kkO1m3xEAGUot6JV
Evil Nine,Feed on You,electronic,2.9188118811881187,3.98019801980198,2.9718811881188123,11Qq4g41ZodAg97VcDvSiY
Midnight Syndicate,Haunted Nursery,dark ambient,3.3733333333333335,3.3633333333333337,3.196666666666667,053kZxouGV0zcP4f6YCsUU
Ike & Tina Turner,I Smell Trouble,blues,3.5565217391304347,3.9217391304347826,5.314782608695652,4z2vmbaLbwKsOxUsMQAeoi
The Ditty Bops,Nosy Neighbor,chill,3.1866666666666665,3.0833333333333335,3.3433333333333333,6KDGlpsSM6NKFefmSIo1wg
Inca Ore,"michael, i will meet you at the end of time",electronic,2.9066666666666667,3.183333333333333,3.216666666666667,6tk7wlAkwj451QZKm92D0f
Trader Horne,Morning Way,folk,2.2,3.0,2.24,7b7fIP2oihfoa4vHiqc4dQ
Elane,Deae Noctis,folk,2.2,3.0,2.24,46m9FQ1A6Xz8fNPdQ8JIuv
Delerium,Of the Tribe,electronic,3.8000000000000007,3.545,3.5500000000000007,7iNyt23AiNqtXpCsFuQ3MQ
The Residents,What Have My Chickens Done Now?,experimental,3.701477832512316,2.5759605911330055,3.6328078817733993,17HzFpSHXZJvJ3UcSUNigK
Jandek,The World Stops,experimental,2.6100000000000003,3.2033333333333336,3.306666666666667,7wG8yWlFrhLwdRtmZ9QB4m
The Indelicates,Roses,indie,2.9188118811881187,3.98019801980198,2.9718811881188123,70VbNPVFQmaD3v5SEuWIYu
James Bernard,Mars Rain,ambient,2.2,3.0,2.24,6GyTSH0sOQuue1EUgRF0fT
Displacer,The Witching Hour,electronica,2.2,3.0,2.24,4U7fHmC4zBtFMONav8MZqk
Severed Heads,"Now, An Explosive New Movie",electronic,4.016444444444445,3.71962962962963,3.867851851851852,6U3B14Ov7jsKWT0RmMqG7z
Delerium,Infra Stellar,ambient,3.581460674157303,3.3084269662921346,3.1955056179775276,2iUmX8d4hMLfyYdA7vjpW5
Orbital,Octane,ambient,2.58,1.625,2.7749999999999995,1CVMjWuc0XudmzztrL45kb
Set Fire to Flames,vienna arcweld/fucked gamelan/rigid tracking...,experimental,2.54,2.045,2.305,7szPR0lEvYcvGxqnEpjGHC
Harlem Shakes,Radio Orlando,indie,2.105,2.855,2.675,5v8OY36ssJc3LDyfxZA0l2
Other Lives,Desert,post-rock,2.105,2.855,2.675,6v5yrtiHJSnoZUABxQQCas
The National,Humiliation,indie rock,3.514,2.838,4.194,6INX6gjqGXL5jDkt2IcdtU
Bright Eyes,Drunk Kid Catholic,indie,4.249363636363636,3.875636363636364,4.6134545454545455,5VKbi71U1dWvM8uMqI1etT
The Jesus and Mary Chain,Nine Million Rainy Days,alternative,4.285555555555556,3.86,4.856666666666667,77UPPPUsW9xaoA9rFYaJuO
Rilo Kiley,Plane Crash in C,indie,4.186949152542373,3.777627118644068,4.45593220338983,1AagGKT18OuGKjs5H9GvNM
Chevelle,MIA,alternative rock,3.876666666666667,3.3333333333333335,3.5,5ciVSySdRsHLNm9js02AuO
Tom Waits,Lucinda,blues,3.7377027027027023,3.911216216216217,5.131486486486486,1w4NlFeAmSnF4bQo5dDPbJ
Tom Waits,Goodnight Irene,folk,3.0935964912280705,3.474298245614035,4.58701754385965,6UYTaQ4ZszDHtoYMiceE8k
Bob Dylan,I Don'T Believe You,folk,4.215999999999999,3.613999999999999,4.544,1FtJgaely2X7NKul8bDJ3W
Sleater-Kinney,O2,indie rock,3.62,3.7625,4.005,4p3w4aUzHIqAl3e1QO02DR
The Gutter Twins,All Misery/Flowers,alternative rock,3.893333333333333,3.673333333333333,4.996666666666667,1lxdeTCIMfbAIkzIjZz75d
Simian,When I Go,indie,3.535,3.7125,3.8375,52afJmIPUURYduwz9pqsgv
Neva Dinova,Ahh,indie,4.267185185185185,3.7159259259259256,4.993407407407408,6XorgdtMRoZ5OdmSV7NCFJ
Pavement,Mellow Jazz Docent (Remastered),indie,4.395,3.945,5.065,3H3NQ4s0FfTFyDkz7X5teS
Air,Lucky & Unhappy,electronic,2.42,3.0933333333333333,3.0533333333333332,3KtCDKfQyDOYpedX16GPpL
This Mortal Coil,Bitter,ambient,1.8173913043478265,1.4034782608695653,1.916521739130435,5Pw0IuTQqRGdploH2ZlNdL
Rilo Kiley,American Wife,sad,2.8925,3.9375,4.055,4t4VArpV8NxixFtX6wzmrZ
Park Ave.,All Boy Band,indie,3.7223931623931623,3.595641025641026,4.008376068376068,0uwbLvDKP6O4jwtCbpRBxF
Sneaker Pimps,6 Underground (Perfecto Mix),electronic,4.127142857142857,3.89,4.231428571428571,2Yjf0oAvbJdJYhMtVSAtvt
Black Box Recorder,Seasons in the Sun,indie,4.074,3.482,3.94,5czaJaPVQYlkSgnfgWy7jy
Joni Mitchell,The Sire of Sorrow (Job's Sad Song),folk,2.0315976331360948,3.3129585798816574,3.0996449704142015,2ViLGVtuZyCY3cQb8mmsyi
Michelle Featherstone,God Bless The Child,indie,3.80625,3.905,4.39625,30Z454x4kjGxf6onwWJoO7
Ruth Brown,Cabbage Head,soul,4.048,3.74,5.302,5S6oZEFVlEC636H4gY6JsI
Black Tape for a Blue Girl,Dagger,ambient,3.915,3.45,3.655,0DtHN3ozdf6LZyChjXVqbz
B.B. King,Every Day (I Have the Blues),blues,3.11,3.9722222222222223,4.697777777777778,6E8jqiKej8Tv37A4s95R8b
Caribou,Melody Day (Four Tet remix feat. Luke Lalonde Adem and One Little Plane),sad,1.91,2.71,2.806666666666666,4QYsyyQhYzRMx93jXsDEh0
The Durutti Column,Violence,sad,4.136666666666667,3.6466666666666665,5.14,24i3LvkdtWEAAS3JcquoAz
Sonny Boy Williamson,Why Are You Crying?,sad,1.91,2.71,2.806666666666666,4bm2qpyGpmnNb9xSmd01ug
Jane Taylor,My Street,folk,3.6166666666666663,3.5533333333333332,3.6233333333333335,5uqDmgWMDzvs2pTtR372Ky
Sandweaver,Never Go Back,indie,4.4975,3.9425,4.13,3bRmlrukJyZjCYgy10dyIv
Calexico / Iron & Wine,"16, Maybe Less",folk,4.32,3.05625,4.94375,1U3y833fxFLeah93v0MaLs
The Cooper Temple Clause,Did You Miss Me,indie,4.291818181818182,3.7545454545454544,4.210909090909091,75IYpfeH0mzj9qMtZLwG9O
Tom Waits,Lost in the Harbour,blues,3.5005405405405408,3.167297297297297,4.912162162162162,1ruTDiZhHiIGhQzGksUWBD
Cat Power,Water & Air,indie,4.1339247311827965,3.365,4.381344086021506,4BfOfgZGlQEPhEmPpGYeX0
Phantom Planet,Something is Wrong,indie,3.05,3.814444444444444,4.161111111111111,5oyEcUAuqmcDD588PAXR0H
Swans,Mother's Milk,experimental,3.96,3.18,3.85,1F8hQyq6MJSzDCMrn6Wa2b
Nico,Frozen Warnings,folk,3.606206896551724,3.093620689655173,3.454137931034482,5gRCeSo5sdTDHRm2zjpOEZ
Nina Simone,For All We Know,jazz,3.3000000000000003,3.82,4.347499999999999,1dmTdjlZtYeYgBPyFRBdwd
Grant Lee Buffalo,Mockingbirds,indie,4.203,3.236,4.482,73UlpUGNpK7qXbHf5OgTKA
David Bowie,Some Are,ambient,3.4817391304347822,2.6828985507246372,3.0666666666666664,4zckw2DjZIBo0OSo3hwARW
Unwound,Below the Salt,experimental,3.959999999999999,3.18,3.85,0Bn8pEW6GhWUVq0siJds4J
Salem,Dirt,electronica,1.98,1.59,1.925,0VqekWaHLFcYJf7ZWTa3Fn
Grant Lee Buffalo,Lady Godiva and Me,alternative,3.751428571428571,2.8257142857142856,4.211428571428572,3OckuapXjHDmqRzqSzajN6
Melanie,Leftover Wine,folk,3.886440677966102,3.790338983050848,4.261016949152542,07hc4cTNPMyW4YujcSomlF
Nosaj Thing,TM,electronic,3.673333333333334,3.3633333333333333,3.8,4QZzNgtFU5TYEGqtiT6OBQ
The Drones,Locust,indie,3.96,3.18,3.85,6gRQU0Ttif7crbpI9INSJA
Tom Waits,Depot Depot,indie,3.111666666666667,3.4816666666666665,3.925,5k1cUARvR0W99hJVCTkDLJ
New Model Army,One Of The Chosen,post-punk,4.1450000000000005,3.234999999999999,3.793333333333334,0wBg3h1utirnYd2DPdTVY2
surrenderdorothy,spinningthecompass,sad,3.405,3.44,3.9675,2xC5bJSce1hnCea0K6XGiz
Hammock,The Lonely Now,ambient,1.98,1.59,1.925,6cnyXghmxel15B1J2zDuA7
Nine Circles,What's There Left,new wave,3.013333333333333,2.4233333333333333,2.82,7zDcmuEo7G8QKcEfcvnSMA
The Mob,I Wish,indie,4.43,3.97,4.336666666666667,4TAEClLI6ToBlUDjCUykvw
The Mob,No Doves Fly Here,post-punk,4.43,3.97,4.336666666666666,7CYUaVA6rkue7tJATJskCY
surrenderdorothy,suddenlyeverywordmadesense,sad,3.405,3.44,3.9675,279m3hmTN8uYCvHEdNq3Xn
The Mob,Raised in a Prison,post-punk,4.43,3.97,4.336666666666667,236FDHtgBdDfIiHuRwC3bz
Keshco,Breaking The Tape,electronic,3.158,3.539,3.723,09MqkVI55Z32TG33SabGMq
Radiohead,Morning Bell (Amnesiac),alternative,4.422115384615385,3.4405769230769234,4.385769230769231,3jaA0iP323UuDVVDA9sfSl
"Unkle, Thom Yorke",Rabbit In Your Headlights,trip-hop,4.046571428571428,3.348857142857144,4.0768571428571425,2ovq5SIJ7zRgtLDR0zBHj7
burɴ,Empty Room,alternative,3.53,2.84,3.2675,1KDmK8cmChtkjZXw0yFvUV
burɴ,Monster,ambient,3.96,3.18,3.85,0L7yL1KL0ZjeGSigL9qHQV
Nick Cave and the Bad Seeds,Do You Love Me? (Part Two),alternative,3.96,3.18,3.85,7yFQTLli8IAP1L0LkcWEFN
Of the Wand and the Moon,Here's To Misery (A Toast),dark ambient,3.9266666666666663,3.81,3.955555555555556,4hB9Tm3XinurASovloMf5u
Sleepy John Estes,Diving Duck Blues,blues,3.6028571428571428,3.5885714285714285,5.164285714285715,6MzS98coQQuAZVsvom8O18
Mississippi Sheiks,Bootlegger's Blues,blues,3.53910447761194,3.815522388059702,5.201492537313433,0NZCRmTQbH2CcTXrA1tINk
Cold,No One,alternative rock,4.363533834586468,3.71187969924812,4.996766917293233,5Z5k7MQotAckv0S3ZA9dXa
Cold,Wasted Years,alternative rock,4.199130434782608,3.3895652173913047,4.878985507246377,2JG2OmmwZ5x2RkX0uR5w4k
Cold,Remedy,alternative rock,4.392786885245902,3.809180327868852,5.072131147540983,6IFghoJ2LzD21R91chrdTa
Chris Brown,So Cold,soul,3.887631578947368,2.5567105263157894,3.7840789473684207,6XLqWHfm6t1WsB1S3sGslQ
Cold,Rain Song,alternative rock,4.153373493975904,3.706746987951807,4.919759036144579,4VEWQBkmhL18VAumaMoRlZ
Cold,Black Sunday,alternative rock,4.378522727272728,3.691477272727272,5.130795454545455,2cs4flC9FpTI6ngU7Y9HRG
Chromatics,Night Drive,electronic,3.967777777777778,3.674444444444444,4.564444444444446,6d5jMLcYaEoZestm7ZMGj6
She & Him,"Baby, It's Cold Outside",indie,4.32,3.55,5.17,1FkfPShKw6e2WHe3ZsYEbk
Susanne Sundfør,White Foxes,indie pop,4.32,3.55,5.17,7xceaOyC0xCkCgzcbU8Zly
The Walkmen,Dónde Está la Playa,indie,4.32,3.55,5.17,6X9eQYhPJZ4jUqjicg0yyx
Cold,Whatever You Became,alternative rock,4.115862068965518,3.5444827586206897,5.047701149425287,5JLw1nIALMp9Cpa6uRiHBU
Cymbals Eat Guitars,Cold Spring,indie,4.32,3.55,5.17,6mxraBHjCJZxbTrxnMsgL5
Cold,End Of The World,alternative rock,3.363636363636364,3.0545454545454547,4.062727272727273,3V1A0qjTAKgLtN1LPfU2WK
Thom Yorke,Interference,electronic,2.7725,3.1700000000000004,3.3349999999999995,2R5o3CKGdTsycMykcUTfns
Cold,Confession,alternative rock,4.24969696969697,3.6203030303030297,5.023333333333333,6goqTmGsSP4mrLyamSMJoi
Wild Beasts,Plaything,indie rock,4.32,3.55,5.17,4P7niP5x0Nn4EaxpvmySBO
Galaxie 500,Cold Night,alternative rock,2.14,2.3466666666666667,3.003333333333334,77Thdu78QWOK6OAnX5fSlK
Cold,It's All Good,alternative rock,4.048547008547009,3.1746153846153846,4.88076923076923,6nFjJxM9ivJd27juSyD6xT
Tim Hecker,In the Air III,ambient,3.5700000000000003,3.7025,4.165,6qyWZexscIhNfJnxvc1TdN
Cold,A Different Kind of Pain,alternative rock,3.8181024096385543,3.984578313253011,4.482379518072288,0VGuRxuaWea2HqXPX769sI
Morrissey,"Lifeguard Sleeping, Girl Drowning",alternative,3.880368421052632,3.598947368421053,4.545684210526315,64OURV95Yb2hz9bonePOZG
Seabear,Cold Summer,sad,2.6757142857142857,3.698571428571429,4.057142857142857,6w8fw8HUYMnIJ1xC4I2qSo
Coil,Cold Cell,experimental,4.116376811594202,3.697826086956522,4.318115942028985,5B4R38byqdsirGkYuBhtSW
Cold War Kids,Cold Toes On The Cold Floor,indie rock,3.726666666666667,3.5900000000000003,5.35,7erSwIgRWU7qYgjjitiTEZ
Thom Yorke,A Rat's Nest,electronic,3.0925,3.3449999999999993,3.3275,0cdjhwCqWF4wJLCckN2cFP
Cold,Witch,alternative rock,4.32,3.55,5.17,0wmXb4sssaAJvH6IjdB4CA
Cold,Back Home,alternative rock,3.743333333333333,3.880595238095238,4.530119047619047,12gDsqp10uKMcOaSEUAGYD
Cold,Outerspace,alternative rock,4.142,3.822,4.69,5E0BLSBXiAag9lUkgA7lae
This Mortal Coil,Fond Affections,ambient,3.029,3.2889999999999997,3.58,5ZgEeP0NO21ZQN15UKp4nK
The Dandy Warhols,Colder Than The Coldest Winter Was Cold,indie,4.32,3.55,5.17,5EuFqkoUeuUj3GwEfFEmXi
Ladytron,Melting Ice,electronic,4.3966666666666665,3.46,4.1883333333333335,5MYIVnUJwNNhYESLdrALUb
Cold,Give,alternative rock,4.32,3.5500000000000003,5.17,29jg2LbDYF2Sxzvb74QZk9
The Modern Lovers,Dance With Me,indie,4.32,3.55,5.17,33GR3yYQcwhpkJteLKJA13
Nico,Mutterlein,experimental,4.32,3.55,5.17,50k2CiOh4qW7iW8u41Z5NL
Gotan Project,Érase una Vez,electronic,4.32,3.55,5.17,3aZKCHir3K5VZnjd9fP6Gt
Hood,You Show No Emotion at All,indie,3.2739999999999996,1.694,3.632000000000001,1jeK3NK3kUy7XAkJ3wfvyL
Cold,The Switch,alternative rock,4.32,3.55,5.17,435D9imUWYKFsk7rS1o7Nz
Cold,Serial Killer,alternative rock,4.32,3.55,5.17,3d5khG32vZVfpqbT3iyA40
Client,The Chill of October,electronic,4.111666666666666,3.908333333333333,4.2025,6VJWk3Q1gEv6En6hbhKdyK
Poni Hoax,Hypercommunication,electronic,4.32,3.55,5.17,6qEMyQiea5GejuGyWoqe4Q
Jay-Jay Johanson,Poison,trip-hop,4.08733009708738,3.4724757281553393,4.258543689320389,5jU9PiZnDhPGBUgRmOzSJk
The Psychedelic Furs,Flowers,post-punk,4.176666666666667,3.026666666666667,4.073333333333333,4r16aj4XBmZbvgIWaUoJXA
Nicole Atkins,Cool Enough,indie,3.203333333333333,2.4783333333333335,3.341666666666667,5U4hEb7BUqevaAe3G7VkyQ
Hammock,Sinking Inside Yourself,ambient,4.215,2.7675,4.18,7fodfUsFVgLDDQfW1WUob4
Anika,Masters Of War,electronic,4.32,3.55,5.17,4ZFoZQV696Vl7yrpbMR0Sw
Former Ghosts,New Orleans,experimental,4.32,3.55,5.17,1eypCGK7LyTaLfOybu5wJB
Cold,What Happens Now,alternative,4.32,3.55,5.17,3oNxlOw3QruOvvrtJdMU0v
Labradford,Accelerating on a Smoother Road,post-rock,3.681666666666666,3.7816666666666663,4.16,4e9ZdCkiYST9gXjwEm6yVS
Arab Strap,Screaming in the Trees,indie,3.276666666666667,2.536666666666666,3.2933333333333334,1ncgfo67Wkl2IsgYhLxmNi
Vega 4,Papercuts,alternative,4.32,3.55,5.17,3TuI8PoWwATLzvQXCfcTCF
Fat Jon,Maia,trip-hop,4.105,3.68,4.71,7x9jGJRt9WPRANQzwVIxAy
